1 163.5 75
1 180 72.5
1 178.5 62
1 161.5 60
1 127 53
1 161 53
1 165 65
1 144 63.5
2 141 49
2 162 53.5
2 134 30
2 121 40.5
2 145 51.5
2 106 57.5
2 134 49
2 216.5 74
3 136.5 54.5
3 142.5 79.5
3 145 64
3 165 69
3 226 50.5
3 122 58
3 193 63.5
3 163.5 76
3 154 55.5
3 139 68
