1,1,22.3
1,1,25.8
1,1,22.8
1,1,28.3
1,1,21.3
1,1,18.3
1,2,19.8
1,2,28.3
1,2,26.8
1,2,27.3
1,2,26.8
1,2,26.8
1,3,20
1,3,17
1,3,24
1,3,22.5
1,3,28
1,3,22.5
2,1,16.4
2,1,14.4
2,1,21.4
2,1,19.9
2,1,10.4
2,1,21.4
2,2,24.5
2,2,16
2,2,11
2,2,7.5
2,2,14.5
2,2,15.5
2,3,11.8
2,3,14.3
2,3,21.3
2,3,6.3
2,3,7.8
2,3,13.8
